contract,family,freeze_time,max_smoothed_activity,median_smoothed_activity,p95_smoothed_activity,peak_plateau_count,profile_id,session_date,smoothing_half_width_ticks,source_date,year
NQM9,prior_rth,2019-04-29T16:00:00-04:00,2.39593700758725344268135105,0.904064175554546955641470252,2.085278487597686501937624503,10,0b75d6b06fb954ab32d6,2019-04-30,2,2019-04-29,2019
NQH0,prior_rth,2019-12-19T16:00:00-05:00,2.882517860820312472892207064,0.8027616434044402219633145195,2.438684876412762981727431766,14,0b8959dd7dcbd51641bf,2019-12-20,2,2019-12-19,2019
NQU9,opening_hour_rth,2019-08-26T10:30:00-04:00,1.825825301624373429035035533,1.097695777666676100688720498,1.6616391556950487965231983,13,0bbd3bf7d447b8eac1a2,2019-08-26,2,2019-08-26,2019
NQM9,midnight,2019-04-15T09:30:00-04:00,1.752201746823750843507402062,0.945503495978301211297322852,1.725041486531333917433693474,5,0c46dfbea6a39bfe6b32,2019-04-15,2,2019-04-15,2019
NQM9,prior_rth,2019-03-14T16:00:00-04:00,1.936777537349241126990603646,0.867291950447279828998617128,1.892680571521479355606714501,5,0c8a1f406e0e5bca8ff7,2019-03-15,2,2019-03-14,2019
NQU9,full_overnight,2019-09-12T09:30:00-04:00,2.943905401147206248388532131,1.089248094541805213569878894,2.317863387111691990584696876,14,0cab395ad3c3958b7e80,2019-09-12,2,2019-09-12,2019
NQU9,midnight,2019-08-26T09:30:00-04:00,5.528747581888948459204619088,0.537936073449599572800744647,3.956712680638561629291046831,31,0cb9d8bc15299fbd9847,2019-08-26,2,2019-08-26,2019
NQM9,midnight,2019-03-11T09:30:00-04:00,2.834696458353185269300727996,0.8533207733287355181928733443,2.323591213084112504657353034,9,0d2906930226b18dbabc,2019-03-11,2,2019-03-11,2019
NQH9,midnight,2019-02-06T09:30:00-05:00,2.55941970947958093858251247,0.822581801645883901549360638,2.476462718166014146541507627,16,0d4843f06f8a0ba2bdca,2019-02-06,2,2019-02-06,2019
NQM9,prior_rth,2019-04-02T16:00:00-04:00,2.589443754817701539509878318,0.8902312416383915371601553978,2.090897887817579004508286444,14,0d66bae753478c067f42,2019-04-03,2,2019-04-02,2019
NQZ9,prior_rth,2019-12-10T16:00:00-05:00,2.669277369822667840598858854,0.945010419433688500588785808,2.187675073229508086662702451,12,0dd2695b9472a4bcd6b3,2019-12-11,2,2019-12-10,2019
NQZ9,prior_rth,2019-10-15T16:00:00-04:00,4.157253750102048593692072543,0.6433805210049640541918780495,2.956569043095922123750981996,25,0e4744e3a89c179e0fd4,2019-10-16,2,2019-10-15,2019
NQM9,prior_rth,2019-04-11T16:00:00-04:00,2.423193053477817070611964087,1.101463384534504812678457025,2.163411800372189507453646069,8,0e648178b8149488435f,2019-04-12,2,2019-04-11,2019
NQU9,prior_rth,2019-07-25T16:00:00-04:00,2.409295412501893660285686461,0.9302726140478816267372784284,2.210357534802318596474696417,12,0edf6b5c1d0568bff8da,2019-07-26,2,2019-07-25,2019
NQH9,midnight,2019-01-11T09:30:00-05:00,2.204853857801019359792286637,0.97857314930352322360978516,2.05062810232104006139091613,13,0f91db81e1a0ee00f2ef,2019-01-11,2,2019-01-11,2019
NQU9,opening_hour_rth,2019-07-19T10:30:00-04:00,2.223347198661488632924167124,1.112231828072118233142532214,1.98966512241689210311633416,11,0fa92c126fa7f91aa9a5,2019-07-19,2,2019-07-19,2019
NQU9,prior_rth,2019-09-11T16:00:00-04:00,3.342739516364533802369039891,0.7218809898462355648597394113,2.695263600850182125937360297,19,0fdecf3a7cead46ffa95,2019-09-12,2,2019-09-11,2019
NQM9,midnight,2019-06-12T09:30:00-04:00,2.685889645821085054890859599,0.8045107623606339449464609515,2.475111277603984844537431812,10,1009a9a4f50e07b22f58,2019-06-12,2,2019-06-12,2019
NQU9,midnight,2019-07-18T09:30:00-04:00,3.107988700579543722654376826,0.8083566504055717124910221475,2.665831964307641098530068158,15,108932cde6d31faddd69,2019-07-18,2,2019-07-18,2019
NQH9,prior_rth,2019-01-28T16:00:00-05:00,1.861397332245613614924882246,0.9986304740199407418891264791,1.797024701072158686156089644,13,109859a0960c55dc5287,2019-01-29,2,2019-01-28,2019
NQM9,full_overnight,2019-05-16T09:30:00-04:00,2.007559517060675323172215839,0.977354294492488211732454103,1.750580548300644223436233507,27,10b95c8b81f33620853f,2019-05-16,2,2019-05-16,2019
NQH9,midnight,2019-02-27T09:30:00-05:00,3.575768250105534287291328961,0.4703132327001316681838963249,3.095614308067602941597845202,8,110df4c244c93a66a964,2019-02-27,2,2019-02-27,2019
NQH9,opening_hour_rth,2019-02-01T10:30:00-05:00,1.624324774313612947664384289,1.062714125325407771374896301,1.47201837692466523628931952,17,116b175c0344bd1922fe,2019-02-01,2,2019-02-01,2019
NQH9,prior_rth,2019-03-01T16:00:00-05:00,2.477466881823841306872412292,0.9187424238164369154128898654,2.088434934559888218007638119,14,11a518d1845d0aae88c2,2019-03-04,2,2019-03-01,2019
NQU9,opening_hour_rth,2019-07-18T10:30:00-04:00,2.741648152443730720908381627,0.5849961992832003528834736795,2.557879373979231412748208944,10,11dba2969aa221f43100,2019-07-18,2,2019-07-18,2019
NQU9,opening_hour_rth,2019-07-02T10:30:00-04:00,2.320405963749681185124303624,1.021169187240633743259119918,2.113611697142430916427149833,5,1218dad20c06ce59591e,2019-07-02,2,2019-07-02,2019
NQH9,opening_hour_rth,2019-02-25T10:30:00-05:00,1.708981284493879889442575976,1.210096974348862789115051867,1.593987586066183576283506811,6,1281745af004dda00df2,2019-02-25,2,2019-02-25,2019
NQZ9,prior_rth,2019-11-11T16:00:00-05:00,2.606161026374250206509545309,0.7944755940567891608749536355,2.095848104631844264047696382,14,12b0dd1ebe5c9deca54a,2019-11-12,2,2019-11-11,2019
NQZ9,prior_rth,2019-12-13T16:00:00-05:00,3.819203197679640285006298424,0.7737287115539477894447369434,2.874116086999149638489335121,19,12cbc2a587e41394df77,2019-12-16,2,2019-12-13,2019
NQH9,full_overnight,2019-02-04T09:30:00-05:00,2.774362038084502307218498377,0.9342957537346655633586215831,2.359734137671185610378610207,6,12ee6821d1670c2d8845,2019-02-04,2,2019-02-04,2019
NQU9,midnight,2019-07-29T09:30:00-04:00,2.552301485832370213769011987,0.926094017502666761816737272,1.94462039003652751162658342,7,134bd41414aca5209a91,2019-07-29,2,2019-07-29,2019
NQU9,opening_hour_rth,2019-07-09T10:30:00-04:00,3.19561029837172117044974751,0.5565800458525619589457219863,2.775341777067202550145797732,10,137da0f4f4726b17cc8f,2019-07-09,2,2019-07-09,2019
NQM9,full_overnight,2019-05-14T09:30:00-04:00,3.714253549496289500742571734,0.7635097439916714549183774737,2.80857946459132060453404744,30,13d7f6d32687b9a72134,2019-05-14,2,2019-05-14,2019
NQM9,midnight,2019-04-11T09:30:00-04:00,2.623156625414554680044909544,0.7460244006158021503805126145,2.383329927961129634445500907,12,13e29e89498415d32249,2019-04-11,2,2019-04-11,2019
NQH9,prior_rth,2019-02-19T16:00:00-05:00,2.99545803862761728780440582,0.758007528827799039683287102,2.651101028223727750463143082,10,13f92f92767411d0efe5,2019-02-20,2,2019-02-19,2019
NQU9,prior_rth,2019-07-02T16:00:00-04:00,2.916781915812904718895750027,0.6996687589579968518883535289,2.419692415234160908453025969,19,148edaffa7a8dc06c619,2019-07-05,2,2019-07-02,2019
NQU9,full_overnight,2019-07-18T09:30:00-04:00,2.737249816382445396749495422,0.7747678130066335420446559685,2.359810872873517692975782043,14,151abd50b0667f2f1fff,2019-07-18,2,2019-07-18,2019
NQZ9,full_overnight,2019-11-08T09:30:00-05:00,3.307450575985077506029251609,0.72185186144016992389711937,2.385390881092968208943676409,17,155ab3a43ee7d97a6655,2019-11-08,2,2019-11-08,2019
NQU9,midnight,2019-07-23T09:30:00-04:00,2.399746078005366235509349187,0.9220598797894293938172613054,2.015503326800829639221159999,16,15937f5417e60719300e,2019-07-23,2,2019-07-23,2019
NQZ9,prior_rth,2019-09-25T16:00:00-04:00,2.984447660190392015598566304,0.9078825792055577732057754402,2.509132029418189618243571363,47,1602484dedce8af4d410,2019-09-26,2,2019-09-25,2019
NQH9,opening_hour_rth,2019-02-14T10:30:00-05:00,2.049725651952599581563351141,1.052216386035443490833894279,1.981977466135624712818137083,9,16bfb73aa67e44c9d650,2019-02-14,2,2019-02-14,2019
NQU9,prior_rth,2019-06-18T16:00:00-04:00,2.560697765664042463885433834,0.8015416627297981051412795545,2.244225909569168029365208922,16,17cc5f893598a9db6b88,2019-06-19,2,2019-06-18,2019
NQZ9,opening_hour_rth,2019-10-07T10:30:00-04:00,2.007039052060448161692447468,1.199394317881889008971243766,1.862958425694242249166748452,12,17cfd82216f46fb99ccd,2019-10-07,2,2019-10-07,2019
NQH9,midnight,2019-01-09T09:30:00-05:00,2.470734560882714331830040251,0.935203146595602470074533327,2.116625942161634869511826798,9,182782f4c19f16636fda,2019-01-09,2,2019-01-09,2019
NQH9,prior_rth,2019-02-28T16:00:00-05:00,1.964237344758038336334871302,1.065048107663616779415755965,1.879544649477693037971930039,9,183d82a9c97140cf1f2c,2019-03-01,2,2019-02-28,2019
NQH9,midnight,2019-02-15T09:30:00-05:00,3.7707932436608521238224307,0.6085307623046036960320777225,2.567254964027472953031741408,23,18a9b7cc5bb16641d03a,2019-02-15,2,2019-02-15,2019
NQM9,prior_rth,2019-05-23T16:00:00-04:00,1.944148252628942288394598529,1.018150129413207449710242101,1.879366525897829976867132456,18,18f53b6e1f44a33b44b6,2019-05-24,2,2019-05-23,2019
NQM9,opening_hour_rth,2019-03-13T10:30:00-04:00,2.178131166487794332650013647,0.8856698918040334879752934096,2.031287927763895543352942699,6,19041a32693d8d1ed503,2019-03-13,2,2019-03-13,2019
NQZ9,opening_hour_rth,2019-10-10T10:30:00-04:00,3.147445119981976867978904433,0.6509785112728407094260284285,2.833271534524030233401251602,11,19145395c30efb6e32e3,2019-10-10,2,2019-10-10,2019
NQH0,prior_rth,2019-12-20T16:00:00-05:00,2.639892636963061716555032112,1.00318745811013586309160181,1.964348909908589045278798997,7,191738c8bfb395f8f072,2019-12-23,2,2019-12-20,2019
NQM9,opening_hour_rth,2019-06-13T10:30:00-04:00,2.116232620407651005706971964,0.806127485116143596513876115,1.85541737650516750322411064,10,19af9dedca96d26a5349,2019-06-13,2,2019-06-13,2019
NQZ9,full_overnight,2019-09-20T09:30:00-04:00,2.711720784920773798521625327,0.808607634634523307728568461,2.436043516549874335737126392,9,1b35cf6d8976c375adfa,2019-09-20,2,2019-09-20,2019
NQM9,midnight,2019-03-26T09:30:00-04:00,1.951673172951809658263344888,0.989714618975691145561777712,1.735358272151694551848974187,17,1b5a46009f49e2e55c48,2019-03-26,2,2019-03-26,2019
NQM9,prior_rth,2019-06-05T16:00:00-04:00,2.992920591682632162888870647,0.7110565116495867470745836623,2.724083462229522885360762529,22,1b6392e6811dff8ca4da,2019-06-06,2,2019-06-05,2019
NQZ9,prior_rth,2019-10-28T16:00:00-04:00,2.821867524744373992447919944,0.8930448395262429886716955135,2.2742839310849940442427624,15,1bb7df64733555a5191a,2019-10-29,2,2019-10-28,2019
NQH0,opening_hour_rth,2019-12-19T10:30:00-05:00,3.304746463321489476017233351,0.3947138168965466829182776872,3.000892262488770389562847909,2,1bc36142442f9110c1c5,2019-12-19,2,2019-12-19,2019
NQM9,full_overnight,2019-05-06T09:30:00-04:00,3.55449266905837014780918633,0.4120656238252099852280063366,3.224635222006454010745025842,23,1ceac1b7b653050c7565,2019-05-06,2,2019-05-06,2019
NQM9,midnight,2019-05-14T09:30:00-04:00,2.364845571367918984117800522,0.9548717860549371806684951005,2.033738326042827251554202673,12,1d0ab723407714b5c389,2019-05-14,2,2019-05-14,2019
NQH9,prior_rth,2019-01-03T16:00:00-05:00,2.052486739035694085174071131,1.111296988722525757423634378,1.917571231966741169828935311,39,1d0be41b38247483193b,2019-01-04,2,2019-01-03,2019
NQZ9,midnight,2019-12-04T09:30:00-05:00,4.019468669588793675170593347,0.6760919534519995079351583993,3.334258270706592559490835938,21,1d54525980364276953c,2019-12-04,2,2019-12-04,2019
NQZ9,full_overnight,2019-11-26T09:30:00-05:00,3.910477872080572849641655048,0.4991302706626679646859117028,3.169269864038549102334327438,13,1d6cc712855c379c266c,2019-11-26,2,2019-11-26,2019
NQH9,midnight,2019-02-26T09:30:00-05:00,2.104708863827231021733468613,0.9838903374230605579049708259,2.036847043489655555032070756,8,1dabeeafa522a326ee67,2019-02-26,2,2019-02-26,2019
NQZ9,prior_rth,2019-10-03T16:00:00-04:00,3.045597115914489939841656733,0.862888820500726024140978648,2.188772598119246129738962653,47,1e30b43e8d8d6ddfec4d,2019-10-04,2,2019-10-03,2019
NQH9,prior_rth,2019-03-06T16:00:00-05:00,2.875032688991730627451985313,0.734988987426836792203007933,2.565157012544159687327852371,18,1e887f5e5744c80e7361,2019-03-07,2,2019-03-06,2019
NQZ9,midnight,2019-10-23T09:30:00-04:00,2.187233534248936156823165973,0.9492746931615370045432838679,2.025610434447491340575219936,11,1e92fb302a00e21a9eb8,2019-10-23,2,2019-10-23,2019
NQZ9,full_overnight,2019-12-09T09:30:00-05:00,4.040459447157579950349740579,0.3312899224773229696144498712,3.355893248414524646845361262,8,1ea80a5a367faa645be2,2019-12-09,2,2019-12-09,2019
NQU9,midnight,2019-06-19T09:30:00-04:00,2.999531088782786364606381764,0.8096530948758006015219930705,2.715396474779562249598192469,3,1eb24d573f0189ed7287,2019-06-19,2,2019-06-19,2019
NQM9,full_overnight,2019-06-03T09:30:00-04:00,2.476413061763570682067259624,0.6894648347360715588165375508,2.126005751118745832267214128,16,1ee2225cfd5b7a2fa134,2019-06-03,2,2019-06-03,2019
NQM9,opening_hour_rth,2019-03-18T10:30:00-04:00,2.628294634045828640928440726,0.812505802944866853540029951,2.402142625049709279720590622,9,1f10a00ab4eedb8db9a4,2019-03-18,2,2019-03-18,2019
NQM9,midnight,2019-06-04T09:30:00-04:00,2.515796911881317257946034273,0.8155838314332796711585869514,2.149731189081157986001823293,21,1f438895fd987e637d2e,2019-06-04,2,2019-06-04,2019
NQM9,opening_hour_rth,2019-06-03T10:30:00-04:00,2.919658687524363375304765078,0.7613331772009788266700076385,2.35965698560879206726340504,20,1ff6e46a3b2a11278db3,2019-06-03,2,2019-06-03,2019
NQZ9,midnight,2019-10-14T09:30:00-04:00,2.599158381314267854870802141,0.9573552762361928947545770845,2.204531273029669147784364051,23,2024a9ef99e83a80964c,2019-10-14,2,2019-10-14,2019
NQZ9,midnight,2019-12-09T09:30:00-05:00,2.181612686241649344335502148,0.9647435549979411506646067953,2.046368939466074470105580941,3,206aa8d2ac65ba2a2c1b,2019-12-09,2,2019-12-09,2019
NQH9,midnight,2019-02-12T09:30:00-05:00,2.638482538558150354364535066,0.8733213354018867924428537976,2.394533067018151137834447359,6,206e58a4ed8e8f8d2313,2019-02-12,2,2019-02-12,2019
NQU9,full_overnight,2019-08-27T09:30:00-04:00,2.415634714517681447520139951,0.9556398753934572574611115257,2.026862139122100563365451738,24,209bc4e48ac80dd3cd13,2019-08-27,2,2019-08-27,2019
NQM9,midnight,2019-03-19T09:30:00-04:00,2.261660318317399924686621008,0.8282967116578694496191668695,2.143841736551540973989349724,9,213c3057b52eb820df4a,2019-03-19,2,2019-03-19,2019
NQU9,midnight,2019-06-28T09:30:00-04:00,2.876355783422274668117171842,0.638185012213115552553912407,2.622576498522206826453516368,10,219ad91463cfac229129,2019-06-28,2,2019-06-28,2019
NQZ9,midnight,2019-11-15T09:30:00-05:00,4.915959779397782505255631784,0.7550588619924040082932788424,3.634656426600697693098493148,7,2266baf14bfc321afd0d,2019-11-15,2,2019-11-15,2019
NQZ9,prior_rth,2019-10-25T16:00:00-04:00,5.28676914610178146229415709,0.6551340236091888750910658919,3.936873993266894882303947958,26,2271305e6229c0c20e1d,2019-10-28,2,2019-10-25,2019
NQH9,opening_hour_rth,2019-03-07T10:30:00-05:00,2.863778655060310812814549251,0.7576271873020453776056923382,2.708202924809760009251955363,19,22f437d620e4605630f8,2019-03-07,2,2019-03-07,2019
NQM9,midnight,2019-04-18T09:30:00-04:00,2.993242518042934438506613444,0.8782822277027499476404980801,2.37417682621366147148090196,12,233c37db56abf136f7a9,2019-04-18,2,2019-04-18,2019
NQU9,prior_rth,2019-09-10T16:00:00-04:00,2.586655125247291661987609738,0.979424476974952334666632165,2.307715609461500479129228414,23,248ad84e04b4bd313865,2019-09-11,2,2019-09-10,2019
NQU9,midnight,2019-07-09T09:30:00-04:00,1.738561255641239006022539839,1.081459808192452897451914984,1.625194355388914171223773923,11,24a1447363523bc69f3b,2019-07-09,2,2019-07-09,2019
NQZ9,opening_hour_rth,2019-12-03T10:30:00-05:00,2.342225797924908102617584764,0.801884570400141862377907791,2.132270646575117795740000058,12,24d82e9560cfdb6067ed,2019-12-03,2,2019-12-03,2019
NQU9,opening_hour_rth,2019-07-24T10:30:00-04:00,3.238446412786478860407166286,0.671454602202908909180220459,2.957696880230291522082626693,10,24ff543eb63c5c53280f,2019-07-24,2,2019-07-24,2019
NQH9,opening_hour_rth,2019-01-29T10:30:00-05:00,1.50507106149872014669127162,1.042832185368778506873699206,1.428881656730060752890897753,16,253d79832478ac8e51b6,2019-01-29,2,2019-01-29,2019
NQZ9,opening_hour_rth,2019-10-03T10:30:00-04:00,2.018408969062155790025891422,0.897766114688415739240411493,1.898440593483585267924472116,16,254a7c22374cbe95dab2,2019-10-03,2,2019-10-03,2019
NQU9,prior_rth,2019-07-24T16:00:00-04:00,3.442162490041709558681677762,0.4640886847548679959456141621,2.698598337197861784695236907,21,254cf2fba168caefaa24,2019-07-25,2,2019-07-24,2019
NQU9,prior_rth,2019-07-26T16:00:00-04:00,2.490833333920017085492138299,0.8480714712880864424863528785,2.340923559267196610768518103,12,256de6519ef09f6eb63b,2019-07-29,2,2019-07-26,2019
NQZ9,full_overnight,2019-09-19T09:30:00-04:00,2.770830335804827702459247434,0.8521481611240877984969747486,2.280131135043415644256356381,22,2589084012ad625188dd,2019-09-19,2,2019-09-19,2019
NQU9,midnight,2019-06-26T09:30:00-04:00,2.535026534508678138328755593,0.8162157009136268495475398184,2.196489759778326380963237563,27,25e123d95ea69a90d401,2019-06-26,2,2019-06-26,2019
NQH9,full_overnight,2019-02-14T09:30:00-05:00,3.231503082493839712301879352,0.854711434669390836051605116,2.505721389477036850430835804,21,264d9753f601c25897e0,2019-02-14,2,2019-02-14,2019
NQU9,prior_rth,2019-07-16T16:00:00-04:00,2.069374122159817283012400646,1.035477016921844459133068111,1.816412281741504640545244906,19,26dde35e0fda1d079ea9,2019-07-17,2,2019-07-16,2019
NQZ9,prior_rth,2019-09-16T16:00:00-04:00,2.636441370089543600285314187,0.952512558606634076703595931,2.405070973223349970286350626,7,26e20b4389e38fd77db9,2019-09-17,2,2019-09-16,2019
NQH0,full_overnight,2019-12-17T09:30:00-05:00,2.002210786026372978220247324,1.079439153900124322246080458,1.90377685577441794443177646,10,26e65c4baccca802e57d,2019-12-17,2,2019-12-17,2019
NQU9,prior_rth,2019-09-04T16:00:00-04:00,1.828606832697814165055455301,1.069513588846755758895955692,1.741796543998293022095015177,15,26f1e16c54f5fedd9bcd,2019-09-05,2,2019-09-04,2019
NQH9,prior_rth,2019-02-15T16:00:00-05:00,2.896296384789049012416952306,1.030258807014914598219970237,2.327334137038963379384888497,13,2760177f4d1875e3c34e,2019-02-19,2,2019-02-15,2019
NQZ9,prior_rth,2019-12-04T16:00:00-05:00,2.205014828103903601951447107,1.112221730970070703160680879,2.091224006140643656605932943,6,27674298d397efb8adc9,2019-12-05,2,2019-12-04,2019
NQU9,opening_hour_rth,2019-06-25T10:30:00-04:00,2.773454139165980318241210322,0.9373940334148494389806753305,2.119784790218147827906662083,13,278bb2a28867f87abd92,2019-06-25,2,2019-06-25,2019
NQU9,opening_hour_rth,2019-09-03T10:30:00-04:00,2.75277014405561602064161881,0.820574901618537094062273842,2.364828548158342842808062119,13,27d79768a03e722294b7,2019-09-03,2,2019-09-03,2019
NQZ9,midnight,2019-11-06T09:30:00-05:00,3.290604309084065235762931958,0.7650088270377672973705287855,2.683687783928404817636641452,7,27fb1fd5f23f34b2f742,2019-11-06,2,2019-11-06,2019
NQU9,midnight,2019-09-12T09:30:00-04:00,1.795071880922541224434401276,1.062954709735918278443624738,1.637207990288771425286424396,7,281bf7f8794797d19dc9,2019-09-12,2,2019-09-12,2019
NQM9,prior_rth,2019-05-28T16:00:00-04:00,2.437358510484583755102186114,0.8059862258296650842336217005,2.284050404180921875055719338,22,282178f670f078d58b79,2019-05-29,2,2019-05-28,2019
