contiguous,contract,family,freeze_time,poc_inside,profile_id,session_date,source_date,volume_POC,volume_VAH,volume_VAL,volume_value_area_share,volume_value_area_tick_count,year
true,NQM9,prior_rth,2019-03-11T16:00:00-04:00,true,02d6c21c7b93b5712a96,2019-03-12,2019-03-11,7183.125,7196.75,7135,0.7002282245419137043244919703,247,2019
true,NQM9,prior_rth,2019-05-16T16:00:00-04:00,true,030771c5b9bcf1d3ee6b,2019-05-17,2019-05-16,7614.375,7624.75,7579,0.7018915867823397063449515666,183,2019
true,NQH9,prior_rth,2019-01-14T16:00:00-05:00,true,0327f9c6289d20a35520,2019-01-15,2019-01-14,6569.375,6576.25,6550,0.7012913718306978789836485244,105,2019
true,NQU9,prior_rth,2019-08-27T16:00:00-04:00,true,038916c838e3f81240a8,2019-08-28,2019-08-27,7575.625,7612.5,7541.5,0.7013136491884508681625997388,284,2019
true,NQH9,midnight,2019-03-01T09:30:00-05:00,true,03c21eab4c532627bdcf,2019-03-01,2019-03-01,7155.125,7158,7146.75,0.7051847162281916837746162006,45,2019
true,NQU9,midnight,2019-09-10T09:30:00-04:00,true,03f2603e5e9a30fb6eb2,2019-09-10,2019-09-10,7807.625,7820.25,7796.25,0.7030756684286342550463577302,96,2019
true,NQH9,prior_rth,2019-02-14T16:00:00-05:00,true,042251ba58af8a687149,2019-02-15,2019-02-14,7041.625,7047.75,7006.25,0.7010418135643041682398581253,166,2019
true,NQH9,opening_hour_rth,2019-02-26T10:30:00-05:00,true,044fc8d538e8d2cb0223,2019-02-26,2019-02-26,7131.625,7136,7107.25,0.7020576483853320011512101916,115,2019
true,NQZ9,midnight,2019-10-15T09:30:00-04:00,true,0470eeb58bcb2c7e309f,2019-10-15,2019-10-15,7877.625,7894.5,7869.5,0.7058223660591139951877458042,100,2019
true,NQH9,prior_rth,2019-03-04T16:00:00-05:00,true,04e69c645caeedcacc6f,2019-03-05,2019-03-04,7098.625,7156.5,7077.75,0.7009774786946713774528738666,315,2019
true,NQU9,midnight,2019-07-02T09:30:00-04:00,true,065916afcc9d0db18f2b,2019-07-02,2019-07-02,7769.875,7786.75,7767,0.70567610233748671882546122,79,2019
true,NQZ9,opening_hour_rth,2019-12-13T10:30:00-05:00,true,069a465479e66bbf20f7,2019-12-13,2019-12-13,8512.625,8520,8473.75,0.7004353535065724489020591144,185,2019
true,NQH9,midnight,2019-01-23T09:30:00-05:00,true,06c13f25f54f4501e90f,2019-01-23,2019-01-23,6678.375,6692,6663.5,0.7088279580776905799409578344,114,2019
true,NQU9,prior_rth,2019-07-30T16:00:00-04:00,true,06e70b6f2a16b0882785,2019-07-31,2019-07-30,7963.875,7973.5,7957.25,0.7033183634192589396991957211,65,2019
true,NQZ9,prior_rth,2019-09-17T16:00:00-04:00,true,06fc22a10dadfe91f9b3,2019-09-18,2019-09-17,7885.875,7890.5,7875,0.7047466716779383702141609939,62,2019
true,NQU9,full_overnight,2019-08-22T09:30:00-04:00,true,0754eec74e603fc9404c,2019-08-22,2019-08-22,7759.125,7764.25,7729.5,0.7063705728594265785265360207,139,2019
true,NQU9,full_overnight,2019-06-26T09:30:00-04:00,true,0816a70bca8da5dd37cf,2019-06-26,2019-06-26,7637.625,7676.5,7625,0.7034013395910538458396637827,206,2019
true,NQZ9,prior_rth,2019-09-23T16:00:00-04:00,true,0886830907bd7f562b9e,2019-09-24,2019-09-23,7850.625,7855.5,7828.75,0.7017370271728709847117881588,107,2019
true,NQM9,prior_rth,2019-05-14T16:00:00-04:00,true,088dc15f93cd4106fdad,2019-05-15,2019-05-14,7440.375,7457.5,7397.75,0.7007775505249375925348592273,239,2019
true,NQU9,opening_hour_rth,2019-06-21T10:30:00-04:00,true,092399182ac8a87c17ab,2019-06-21,2019-06-21,7758.375,7761.5,7746.5,0.708314675992176398297309977,60,2019
true,NQU9,midnight,2019-08-15T09:30:00-04:00,true,098f84fa38635711bb8e,2019-08-15,2019-08-15,7524.875,7553.75,7477.75,0.7004317290907434248647803193,304,2019
true,NQM9,prior_rth,2019-06-07T16:00:00-04:00,true,09946e5c23d4668a278e,2019-06-10,2019-06-07,7424.875,7453,7385.75,0.700011177623566797288267673,269,2019
true,NQM9,full_overnight,2019-04-26T09:30:00-04:00,true,09e63a4daac9f7527e52,2019-04-26,2019-04-26,7806.375,7812.5,7781.25,0.7018270273922474343150473341,125,2019
true,NQZ9,full_overnight,2019-11-12T09:30:00-05:00,true,0a4720417b22b0fe62ff,2019-11-12,2019-11-12,8255.375,8268.25,8247.75,0.7010864730566929356098406724,82,2019
true,NQU9,opening_hour_rth,2019-07-31T10:30:00-04:00,true,0acb9ac11443686ee1c3,2019-07-31,2019-07-31,7974.125,7983.5,7971,0.7042407638396368146241303047,50,2019
true,NQM9,prior_rth,2019-04-29T16:00:00-04:00,true,0b75d6b06fb954ab32d6,2019-04-30,2019-04-29,7854.125,7859,7841.75,0.7026366383312828773134576679,69,2019
true,NQH0,prior_rth,2019-12-19T16:00:00-05:00,true,0b8959dd7dcbd51641bf,2019-12-20,2019-12-19,8661.625,8673.25,8636,0.7006555522175564990136608939,149,2019
true,NQU9,opening_hour_rth,2019-08-26T10:30:00-04:00,true,0bbd3bf7d447b8eac1a2,2019-08-26,2019-08-26,7547.375,7557.75,7527.5,0.7012473657251977050982696739,121,2019
true,NQM9,midnight,2019-04-15T09:30:00-04:00,true,0c46dfbea6a39bfe6b32,2019-04-15,2019-04-15,7649.625,7652.25,7645,0.7144153541337928408471201726,29,2019
true,NQM9,prior_rth,2019-03-14T16:00:00-04:00,true,0c8a1f406e0e5bca8ff7,2019-03-15,2019-03-14,7279.375,7287,7275,0.7033178361945723794097955524,48,2019
true,NQU9,full_overnight,2019-09-12T09:30:00-04:00,true,0cab395ad3c3958b7e80,2019-09-12,2019-09-12,7935.125,7953,7923.25,0.7046051535622151569409589164,119,2019
true,NQU9,midnight,2019-08-26T09:30:00-04:00,true,0cb9d8bc15299fbd9847,2019-08-26,2019-08-26,7562.375,7595.75,7542.5,0.7001460824366054822160210962,213,2019
true,NQM9,midnight,2019-03-11T09:30:00-04:00,true,0d2906930226b18dbabc,2019-03-11,2019-03-11,7072.625,7081.75,7063.75,0.702294177575003635662064764,72,2019
true,NQH9,midnight,2019-02-06T09:30:00-05:00,true,0d4843f06f8a0ba2bdca,2019-02-06,2019-02-06,7002.625,7019.5,6995.5,0.7027108617686295756963171432,96,2019
true,NQM9,prior_rth,2019-04-02T16:00:00-04:00,true,0d66bae753478c067f42,2019-04-03,2019-04-02,7510.375,7518.25,7497.5,0.7018151391678668149560096258,83,2019
true,NQZ9,prior_rth,2019-12-10T16:00:00-05:00,true,0dd2695b9472a4bcd6b3,2019-12-11,2019-12-10,8371.375,8390.5,8361.5,0.7050733198545509110057288754,116,2019
true,NQZ9,prior_rth,2019-10-15T16:00:00-04:00,true,0e4744e3a89c179e0fd4,2019-10-16,2019-10-15,7944.625,7971.25,7927.25,0.7005814525476945884927175994,176,2019
true,NQM9,prior_rth,2019-04-11T16:00:00-04:00,true,0e648178b8149488435f,2019-04-12,2019-04-11,7626.875,7634.5,7612.5,0.706371218151114195060114906,88,2019
true,NQU9,prior_rth,2019-07-25T16:00:00-04:00,true,0edf6b5c1d0568bff8da,2019-07-26,2019-07-25,7952.875,7967.75,7940.25,0.7021285934812318351031782803,110,2019
true,NQH9,midnight,2019-01-11T09:30:00-05:00,true,0f91db81e1a0ee00f2ef,2019-01-11,2019-01-11,6594.875,6617,6592,0.7003281954564083952841179855,100,2019
true,NQU9,opening_hour_rth,2019-07-19T10:30:00-04:00,true,0fa92c126fa7f91aa9a5,2019-07-19,2019-07-19,7949.875,7961.5,7939.25,0.7038026835781667217202723222,89,2019
true,NQU9,prior_rth,2019-09-11T16:00:00-04:00,true,0fdecf3a7cead46ffa95,2019-09-12,2019-09-11,7862.375,7892.75,7852.5,0.7001603026989162765640191527,161,2019
true,NQM9,midnight,2019-06-12T09:30:00-04:00,true,1009a9a4f50e07b22f58,2019-06-12,2019-06-12,7487.125,7493.25,7479.25,0.7105356541987533368214644251,56,2019
true,NQU9,midnight,2019-07-18T09:30:00-04:00,true,108932cde6d31faddd69,2019-07-18,2019-07-18,7872.875,7883.25,7855.5,0.7008042738902450603999344238,111,2019
true,NQH9,prior_rth,2019-01-28T16:00:00-05:00,true,109859a0960c55dc5287,2019-01-29,2019-01-28,6680.125,6693.25,6665.75,0.7028403016617090230095572254,110,2019
true,NQM9,full_overnight,2019-05-16T09:30:00-04:00,true,10b95c8b81f33620853f,2019-05-16,2019-05-16,7525.625,7561,7500.25,0.7019264942196764838990540713,243,2019
true,NQH9,midnight,2019-02-27T09:30:00-05:00,true,110df4c244c93a66a964,2019-02-27,2019-02-27,7101.375,7104.25,7094.25,0.7095978295467076248018415698,40,2019
true,NQH9,opening_hour_rth,2019-02-01T10:30:00-05:00,true,116b175c0344bd1922fe,2019-02-01,2019-02-01,6883.375,6912.5,6874.25,0.7030318119428092298651297023,153,2019
true,NQH9,prior_rth,2019-03-01T16:00:00-05:00,true,11a518d1845d0aae88c2,2019-03-04,2019-03-01,7152.375,7163,7129.75,0.7029673581660353615709640512,133,2019
true,NQU9,opening_hour_rth,2019-07-18T10:30:00-04:00,true,11dba2969aa221f43100,2019-07-18,2019-07-18,7892.375,7899,7884.5,0.7000724660495314852596367279,58,2019
true,NQU9,opening_hour_rth,2019-07-02T10:30:00-04:00,true,1218dad20c06ce59591e,2019-07-02,2019-07-02,7787.625,7793.5,7784,0.7113243863225090009342299924,38,2019
true,NQH9,opening_hour_rth,2019-02-25T10:30:00-05:00,true,1281745af004dda00df2,2019-02-25,2019-02-25,7154.375,7160.5,7147.75,0.7076118051132193162046720865,51,2019
true,NQZ9,prior_rth,2019-11-11T16:00:00-05:00,true,12b0dd1ebe5c9deca54a,2019-11-12,2019-11-11,8235.625,8251,8227,0.7033259385764916372791755039,96,2019
true,NQZ9,prior_rth,2019-12-13T16:00:00-05:00,true,12cbc2a587e41394df77,2019-12-16,2019-12-13,8496.375,8512.5,8475.25,0.7027571705795308579889004911,149,2019
true,NQH9,full_overnight,2019-02-04T09:30:00-05:00,true,12ee6821d1670c2d8845,2019-02-04,2019-02-04,6883.875,6886.75,6872.5,0.7031232524031690745098735451,57,2019
true,NQU9,midnight,2019-07-29T09:30:00-04:00,true,134bd41414aca5209a91,2019-07-29,2019-07-29,8025.625,8031,8015,0.7005340487355660010002528309,64,2019
true,NQU9,opening_hour_rth,2019-07-09T10:30:00-04:00,true,137da0f4f4726b17cc8f,2019-07-09,2019-07-09,7793.875,7809.25,7782.5,0.7057495231252534485840288659,107,2019
true,NQM9,full_overnight,2019-05-14T09:30:00-04:00,true,13d7f6d32687b9a72134,2019-05-14,2019-05-14,7361.875,7390.75,7352.5,0.7021970143464246336468991791,153,2019
true,NQM9,midnight,2019-04-11T09:30:00-04:00,true,13e29e89498415d32249,2019-04-11,2019-04-11,7645.375,7648.5,7637,0.7024509418737136691821580441,46,2019
true,NQH9,prior_rth,2019-02-19T16:00:00-05:00,true,13f92f92767411d0efe5,2019-02-20,2019-02-19,7084.125,7092.25,7068.75,0.7024403808760869215290569717,94,2019
true,NQU9,prior_rth,2019-07-02T16:00:00-04:00,true,148edaffa7a8dc06c619,2019-07-05,2019-07-02,7787.625,7803.5,7782,0.7003743726064675584923121803,86,2019
true,NQU9,full_overnight,2019-07-18T09:30:00-04:00,true,151abd50b0667f2f1fff,2019-07-18,2019-07-18,7872.875,7884,7853.5,0.7044082036418680838981940951,122,2019
true,NQZ9,full_overnight,2019-11-08T09:30:00-05:00,true,155ab3a43ee7d97a6655,2019-11-08,2019-11-08,8215.875,8225,8205.25,0.700922579655321929703111479,79,2019
true,NQU9,midnight,2019-07-23T09:30:00-04:00,true,15937f5417e60719300e,2019-07-23,2019-07-23,7959.125,7964.25,7940.25,0.7032611357049823287312127124,96,2019
true,NQZ9,prior_rth,2019-09-25T16:00:00-04:00,true,1602484dedce8af4d410,2019-09-26,2019-09-25,7764.375,7774.5,7692,0.7007956014928746110628185131,330,2019
true,NQH9,opening_hour_rth,2019-02-14T10:30:00-05:00,true,16bfb73aa67e44c9d650,2019-02-14,2019-02-14,6991.125,7012,6978,0.7036659716599497623794950848,136,2019
true,NQU9,prior_rth,2019-06-18T16:00:00-04:00,true,17cc5f893598a9db6b88,2019-06-19,2019-06-18,7699.375,7713.75,7672,0.7018562538562825987067575195,167,2019
true,NQZ9,opening_hour_rth,2019-10-07T10:30:00-04:00,true,17cfd82216f46fb99ccd,2019-10-07,2019-10-07,7752.875,7756.5,7734.75,0.7065746040983961063216007806,87,2019
true,NQH9,midnight,2019-01-09T09:30:00-05:00,true,182782f4c19f16636fda,2019-01-09,2019-01-09,6586.875,6594,6577.75,0.700131974910207779370328762,65,2019
true,NQH9,prior_rth,2019-02-28T16:00:00-05:00,true,183d82a9c97140cf1f2c,2019-03-01,2019-02-28,7117.375,7122,7099,0.7003916316085916952565282619,92,2019
true,NQH9,midnight,2019-02-15T09:30:00-05:00,true,18a9b7cc5bb16641d03a,2019-02-15,2019-02-15,7024.125,7049.75,6975.75,0.7000806389333390804288051638,296,2019
true,NQM9,prior_rth,2019-05-23T16:00:00-04:00,true,18f53b6e1f44a33b44b6,2019-05-24,2019-05-23,7313.375,7340,7290.25,0.7018658232651799153598283271,199,2019
true,NQM9,opening_hour_rth,2019-03-13T10:30:00-04:00,true,19041a32693d8d1ed503,2019-03-13,2019-03-13,7269.125,7275.75,7263.75,0.7048719047429512680548090768,48,2019
true,NQZ9,opening_hour_rth,2019-10-10T10:30:00-04:00,true,19145395c30efb6e32e3,2019-10-10,2019-10-10,7754.375,7763.5,7716.5,0.7009090715418665994461687945,188,2019
true,NQH0,prior_rth,2019-12-20T16:00:00-05:00,true,191738c8bfb395f8f072,2019-12-23,2019-12-20,8708.375,8711.25,8696,0.7039353668187764917574711047,61,2019
true,NQM9,opening_hour_rth,2019-06-13T10:30:00-04:00,true,19af9dedca96d26a5349,2019-06-13,2019-06-13,7518.625,7531.25,7514,0.7013297067629830609066150658,69,2019
true,NQZ9,full_overnight,2019-09-20T09:30:00-04:00,true,1b35cf6d8976c375adfa,2019-09-20,2019-09-20,7933.875,7942.75,7927,0.7012749098797589155653339433,63,2019
true,NQM9,midnight,2019-03-26T09:30:00-04:00,true,1b5a46009f49e2e55c48,2019-03-26,2019-03-26,7390.625,7402,7369.5,0.7005877061254078504440487339,130,2019
true,NQM9,prior_rth,2019-06-05T16:00:00-04:00,true,1b6392e6811dff8ca4da,2019-06-06,2019-06-05,7203.375,7216.5,7179.5,0.7027909580909835828000208665,148,2019
true,NQZ9,prior_rth,2019-10-28T16:00:00-04:00,true,1bb7df64733555a5191a,2019-10-29,2019-10-28,8115.625,8122.5,8097.5,0.7003488808817003876832483121,100,2019
true,NQH0,opening_hour_rth,2019-12-19T10:30:00-05:00,true,1bc36142442f9110c1c5,2019-12-19,2019-12-19,8631.125,8633,8627.5,0.710207109850811067398517797,22,2019
true,NQM9,full_overnight,2019-05-06T09:30:00-04:00,true,1ceac1b7b653050c7565,2019-05-06,2019-05-06,7717.625,7720,7686.75,0.7046448895445966735577696248,133,2019
true,NQM9,midnight,2019-05-14T09:30:00-04:00,true,1d0ab723407714b5c389,2019-05-14,2019-05-14,7368.875,7386.5,7357.5,0.7040429894705629877198394236,116,2019
true,NQH9,prior_rth,2019-01-03T16:00:00-05:00,true,1d0be41b38247483193b,2019-01-04,2019-01-03,6204.125,6254.25,6178.5,0.7000700768901303730029384392,303,2019
true,NQZ9,midnight,2019-12-04T09:30:00-05:00,true,1d54525980364276953c,2019-12-04,2019-12-04,8303.625,8314,8261.75,0.7023868709938404085792114417,209,2019
true,NQZ9,full_overnight,2019-11-26T09:30:00-05:00,true,1d6cc712855c379c266c,2019-11-26,2019-11-26,8382.375,8388,8372,0.7045612524066837873420314022,64,2019
true,NQH9,midnight,2019-02-26T09:30:00-05:00,true,1dabeeafa522a326ee67,2019-02-26,2019-02-26,7097.875,7105.25,7092.25,0.705147182099027721759420441,52,2019
true,NQZ9,prior_rth,2019-10-03T16:00:00-04:00,true,1e30b43e8d8d6ddfec4d,2019-10-04,2019-10-03,7632.125,7653.75,7547.75,0.7000904740253218844301533985,424,2019
true,NQH9,prior_rth,2019-03-06T16:00:00-05:00,true,1e887f5e5744c80e7361,2019-03-07,2019-03-06,7123.625,7137.5,7111.25,0.7006868117791640167985228385,105,2019
true,NQZ9,midnight,2019-10-23T09:30:00-04:00,true,1e92fb302a00e21a9eb8,2019-10-23,2019-10-23,7855.875,7858.5,7837.75,0.7027969276609696051369680767,83,2019
true,NQZ9,full_overnight,2019-12-09T09:30:00-05:00,true,1ea80a5a367faa645be2,2019-12-09,2019-12-09,8386.875,8393.75,8385.25,0.7060755016621418757915110495,34,2019
true,NQU9,midnight,2019-06-19T09:30:00-04:00,true,1eb24d573f0189ed7287,2019-06-19,2019-06-19,7679.125,7683,7675.25,0.7079915912716916179506606792,31,2019
true,NQM9,full_overnight,2019-06-03T09:30:00-04:00,true,1ee2225cfd5b7a2fa134,2019-06-03,2019-06-03,7087.125,7100,7078.75,0.7017847162479274701764598305,85,2019
true,NQM9,opening_hour_rth,2019-03-18T10:30:00-04:00,true,1f10a00ab4eedb8db9a4,2019-03-18,2019-03-18,7370.375,7375.25,7350.5,0.7104674452490450951842403914,99,2019
true,NQM9,midnight,2019-06-04T09:30:00-04:00,true,1f438895fd987e637d2e,2019-06-04,2019-06-04,7031.875,7053.75,7013.25,0.7026824028400292047315538749,162,2019
true,NQM9,opening_hour_rth,2019-06-03T10:30:00-04:00,true,1ff6e46a3b2a11278db3,2019-06-03,2019-06-03,7062.625,7097.75,7028.5,0.7013541587858138562132426242,277,2019
true,NQZ9,midnight,2019-10-14T09:30:00-04:00,true,2024a9ef99e83a80964c,2019-10-14,2019-10-14,7841.125,7859.25,7819,0.7007051487884253763443190408,161,2019
true,NQZ9,midnight,2019-12-09T09:30:00-05:00,true,206aa8d2ac65ba2a2c1b,2019-12-09,2019-12-09,8386.875,8393.75,8385.75,0.705975327314391684718932709,32,2019
true,NQH9,midnight,2019-02-12T09:30:00-05:00,true,206e58a4ed8e8f8d2313,2019-02-12,2019-02-12,6967.375,6974,6964,0.7001064113930184986714014294,40,2019
true,NQU9,full_overnight,2019-08-27T09:30:00-04:00,true,209bc4e48ac80dd3cd13,2019-08-27,2019-08-27,7593.375,7602.75,7553.75,0.7005929131555002353144849379,196,2019
true,NQM9,midnight,2019-03-19T09:30:00-04:00,true,213c3057b52eb820df4a,2019-03-19,2019-03-19,7390.625,7395,7377,0.7061653314451282309233568007,72,2019
true,NQU9,midnight,2019-06-28T09:30:00-04:00,true,219ad91463cfac229129,2019-06-28,2019-06-28,7700.625,7702.75,7692.25,0.7051707032460420148269925265,42,2019
true,NQZ9,midnight,2019-11-15T09:30:00-05:00,true,2266baf14bfc321afd0d,2019-11-15,2019-11-15,8297.375,8301,8286.75,0.7007414385776004200965482132,57,2019
true,NQZ9,prior_rth,2019-10-25T16:00:00-04:00,true,2271305e6229c0c20e1d,2019-10-28,2019-10-25,8026.625,8041.5,7991.25,0.7020525119912354987585532815,201,2019
true,NQH9,opening_hour_rth,2019-03-07T10:30:00-05:00,true,22f437d620e4605630f8,2019-03-07,2019-03-07,7042.375,7068.75,7025,0.7005053336783691307973202193,175,2019
true,NQM9,midnight,2019-04-18T09:30:00-04:00,true,233c37db56abf136f7a9,2019-04-18,2019-04-18,7684.625,7723,7675.75,0.7022547057016159342404525801,189,2019
true,NQU9,prior_rth,2019-09-10T16:00:00-04:00,true,248ad84e04b4bd313865,2019-09-11,2019-09-10,7776.875,7785.25,7753.5,0.7007066308412494870701255336,127,2019
true,NQU9,midnight,2019-07-09T09:30:00-04:00,true,24a1447363523bc69f3b,2019-07-09,2019-07-09,7770.375,7775.5,7754.5,0.7009137166758556052757666342,84,2019
true,NQZ9,opening_hour_rth,2019-12-03T10:30:00-05:00,true,24d82e9560cfdb6067ed,2019-12-03,2019-12-03,8195.125,8214.5,8190.25,0.7059025675935963381161614138,97,2019
true,NQU9,opening_hour_rth,2019-07-24T10:30:00-04:00,true,24ff543eb63c5c53280f,2019-07-24,2019-07-24,7973.375,7977.75,7961,0.7030957736733968485598873596,67,2019
true,NQH9,opening_hour_rth,2019-01-29T10:30:00-05:00,true,253d79832478ac8e51b6,2019-01-29,2019-01-29,6676.625,6695.5,6670.75,0.7002084480541897917958667722,99,2019
true,NQZ9,opening_hour_rth,2019-10-03T10:30:00-04:00,true,254a7c22374cbe95dab2,2019-10-03,2019-10-03,7496.875,7562.5,7474.25,0.7016598254727626489265497172,353,2019
true,NQU9,prior_rth,2019-07-24T16:00:00-04:00,true,254cf2fba168caefaa24,2019-07-25,2019-07-24,7988.125,7998,7964.25,0.7021553906256655148357517046,135,2019
true,NQU9,prior_rth,2019-07-26T16:00:00-04:00,true,256de6519ef09f6eb63b,2019-07-29,2019-07-26,8026.875,8038.25,8017.75,0.7009165047307938018164919731,82,2019
true,NQZ9,full_overnight,2019-09-19T09:30:00-04:00,true,2589084012ad625188dd,2019-09-19,2019-09-19,7899.375,7911.5,7870,0.7036663268491106259919368433,166,2019
true,NQU9,midnight,2019-06-26T09:30:00-04:00,true,25e123d95ea69a90d401,2019-06-26,2019-06-26,7681.125,7693.5,7649.25,0.7013040609142187648262577821,177,2019
true,NQH9,full_overnight,2019-02-14T09:30:00-05:00,true,264d9753f601c25897e0,2019-02-14,2019-02-14,7042.625,7055.25,7012.5,0.701483706310380768556316357,171,2019
true,NQU9,prior_rth,2019-07-16T16:00:00-04:00,true,26dde35e0fda1d079ea9,2019-07-17,2019-07-16,7978.625,7986.5,7948,0.7012054177114522946000783929,154,2019
true,NQZ9,prior_rth,2019-09-16T16:00:00-04:00,true,26e20b4389e38fd77db9,2019-09-17,2019-09-16,7875.375,7881,7861.75,0.704538972016629194640119695,77,2019
true,NQH0,full_overnight,2019-12-17T09:30:00-05:00,true,26e65c4baccca802e57d,2019-12-17,2019-12-17,8608.125,8615.75,8597.25,0.7054567553143257690622157005,74,2019
true,NQU9,prior_rth,2019-09-04T16:00:00-04:00,true,26f1e16c54f5fedd9bcd,2019-09-05,2019-09-04,7684.625,7710.5,7669,0.7020107341681454632928360449,166,2019
true,NQH9,prior_rth,2019-02-15T16:00:00-05:00,true,2760177f4d1875e3c34e,2019-02-19,2019-02-15,7042.375,7058,7034,0.704920860955499203952049378,96,2019
true,NQZ9,prior_rth,2019-12-04T16:00:00-05:00,true,27674298d397efb8adc9,2019-12-05,2019-12-04,8308.625,8314.25,8301.25,0.7034477905323601960958940744,52,2019
true,NQU9,opening_hour_rth,2019-06-25T10:30:00-04:00,true,278bb2a28867f87abd92,2019-06-25,2019-06-25,7726.625,7733,7709,0.7009353166417336861246621778,96,2019
true,NQU9,opening_hour_rth,2019-09-03T10:30:00-04:00,true,27d79768a03e722294b7,2019-09-03,2019-09-03,7611.125,7655.75,7602.5,0.7002950179620140230051150547,213,2019
true,NQZ9,midnight,2019-11-06T09:30:00-05:00,true,27fb1fd5f23f34b2f742,2019-11-06,2019-11-06,8217.625,8224,8213,0.7072508237007458284563831469,44,2019
true,NQU9,midnight,2019-09-12T09:30:00-04:00,true,281bf7f8794797d19dc9,2019-09-12,2019-09-12,7935.625,7942.25,7919.75,0.7045333715945821484549098347,90,2019
true,NQM9,prior_rth,2019-05-28T16:00:00-04:00,true,282178f670f078d58b79,2019-05-29,2019-05-28,7341.875,7360.75,7321.75,0.7006766029014859406602737711,156,2019
true,NQZ9,full_overnight,2019-12-10T09:30:00-05:00,true,282efbfefbc228706803,2019-12-10,2019-12-10,8365.125,8383.5,8328,0.7025932830216755337848516509,222,2019
true,NQH9,midnight,2019-02-08T09:30:00-05:00,true,2859da40d56c14d768f1,2019-02-08,2019-02-08,6851.125,6869.25,6843,0.7033298428022695417497699419,105,2019
true,NQU9,full_overnight,2019-07-02T09:30:00-04:00,true,2864dda9f2c99e0a764e,2019-07-02,2019-07-02,7778.375,7791.75,7773.25,0.7063826958777574554524270262,74,2019
true,NQM9,opening_hour_rth,2019-05-24T10:30:00-04:00,true,286585c03afed08698ae,2019-05-24,2019-05-24,7367.875,7371.25,7358,0.7080591447951550196827597436,53,2019
true,NQH9,opening_hour_rth,2019-01-25T10:30:00-05:00,true,2897e3db8b24b8c3f41b,2019-01-25,2019-01-25,6778.625,6784.5,6750.5,0.7045198773873858682931438394,136,2019
true,NQU9,opening_hour_rth,2019-08-21T10:30:00-04:00,true,293da2461a7af0a071f0,2019-08-21,2019-08-21,7754.125,7763.75,7745.5,0.704404316731891294262430636,73,2019
true,NQM9,prior_rth,2019-04-16T16:00:00-04:00,true,295c28ae0e686b0dca02,2019-04-17,2019-04-16,7678.625,7685.75,7672.5,0.7039458043500528777229119836,53,2019
true,NQM9,midnight,2019-03-15T09:30:00-04:00,true,297fa34345a908ae1afb,2019-03-15,2019-03-15,7299.625,7303.75,7286.5,0.701878323133632483205176517,69,2019
true,NQM9,prior_rth,2019-05-13T16:00:00-04:00,true,29965f4b96c9d6de873f,2019-05-14,2019-05-13,7365.875,7381.75,7333,0.7021527136360295902226516525,195,2019
true,NQZ9,midnight,2019-11-12T09:30:00-05:00,true,299b7c473afc59d88bdd,2019-11-12,2019-11-12,8255.375,8265,8253.5,0.7085177394261022372882481008,46,2019
true,NQM9,full_overnight,2019-06-07T09:30:00-04:00,true,29b9b509c829bdad1330,2019-06-07,2019-06-07,7307.875,7329.5,7290.5,0.7027300141343019942381368103,156,2019
true,NQH9,full_overnight,2019-01-16T09:30:00-05:00,true,29bb4996bf1cb2b14a02,2019-01-16,2019-01-16,6685.625,6689.75,6677.75,0.7070461078882827177043588287,48,2019
