contract,family,freeze_time,max_raw_activity,mean_active_tpo,mean_active_volume,median_raw_activity,positive_tpo_ticks,positive_volume_ticks,profile_id,session_date,source_date,year
NQH9,prior_rth,2019-02-05T16:00:00-05:00,2.438555164768706491489941119294923430573,19.19066147859922178988326848,1176.747081712062256809338519,0.7493326096925558795498859164586789319442,257,257,355fb27aefede6e5d1af,2019-02-06,2019-02-05,2019
NQM9,midnight,2019-04-08T09:30:00-04:00,2.959392153970768156307107476398068017344,36.0289855072463768115942029,593.3043478260869565217391306,0.7659432651926344003207757803512561189477,69,69,35ab1703f7bfb17a00e2,2019-04-08,2019-04-08,2019
NQU9,prior_rth,2019-07-08T16:00:00-04:00,2.112677163816091610056437725036006218089,26.36809815950920245398773006,1617.2760736196319018404908,0.9796533123119211376672059759414224033024,163,163,3615b7fa5c79f0a6da11,2019-07-09,2019-07-08,2019
NQM9,midnight,2019-06-05T09:30:00-04:00,2.301729155070803789013222351281536236237,19.58620689655172413793103448,381.4865900383141762452107276,0.919144086209733026320177376206264089197,261,261,381393f2be79d49b829e,2019-06-05,2019-06-05,2019
NQZ9,prior_rth,2019-10-11T16:00:00-04:00,2.723264130414444388048286142789024091736,22.31329113924050632911392405,1114.5,0.758894006341389039828195549,316,316,38d15c020c2f68fe82c5,2019-10-14,2019-10-11,2019
NQU9,midnight,2019-08-28T09:30:00-04:00,2.470570845767628765614821759007561387258,22.78877887788778877887788779,408.1782178217821782178217812,0.9094384848719240080341771040952094133361,303,303,38d449454bc9651ef4c0,2019-08-28,2019-08-28,2019
NQM9,midnight,2019-04-04T09:30:00-04:00,3.128838756209737704220165479722010946401,35.52173913043478260869565217,588.7934782608695652173913037,0.6669767612130412268923932705,92,92,39775f059b922efc7973,2019-04-04,2019-04-04,2019
NQM9,full_overnight,2019-03-13T09:30:00-04:00,2.240325887834112401939705385251772954475,20.7375,276.0791666666666666666666665,0.9022757360902935668945379025,240,240,39e6c9cd67ff6c09891a,2019-03-13,2019-03-13,2019
NQM9,full_overnight,2019-04-25T09:30:00-04:00,1.82772932475777804773563171511495184349,33.37288135593220338983050847,657.6525423728813559322033892,1.097480538702686669507410976,118,118,39f39263a8a004be5deb,2019-04-25,2019-04-25,2019
NQM9,prior_rth,2019-05-31T16:00:00-04:00,2.020021974397320489416716691889579127884,28.85531914893617021276595745,1517.978723404255319148936171,1.013971542267623451735237093410903153122,235,235,3a16bf3e2255a790ad8f,2019-06-03,2019-05-31,2019
NQH9,prior_rth,2019-01-10T16:00:00-05:00,2.405862350492866925601938923021263008207,17.67415730337078651685393258,857.4584269662921348314606751,0.8712767073393055641547411901543929871001,445,445,3a671e7bbc1d0e4c6d99,2019-01-11,2019-01-10,2019
NQH9,prior_rth,2019-03-05T16:00:00-05:00,2.742967336391415521974470234100710683075,22.12554112554112554112554113,1234.549783549783549783549783,0.8555342190915876262784593356621614990933,231,231,3aa53503c3b27ef8941c,2019-03-06,2019-03-05,2019
NQM9,opening_hour_rth,2019-05-16T10:30:00-04:00,5.36015018644414170850899645868254151321,3.489795918367346938775510204,281.688775510204081632653064,0.624765000275949385486868729,392,392,3ac46a150a73d4dc6692,2019-05-16,2019-05-16,2019
NQZ9,full_overnight,2019-10-14T09:30:00-04:00,2.378197464187819311243806206805018569349,24.51851851851851851851851852,327.0541310541310541310541328,0.8897092924334670778280028677203491171834,351,351,3acc661ca0177e5158b6,2019-10-14,2019-10-14,2019
NQU9,opening_hour_rth,2019-07-17T10:30:00-04:00,2.134258762292618618536447224409890195122,9.93,661.9799999999999999999999999,0.987509854586164167416755469,100,100,3adfe5bbcf05c174f67d,2019-07-17,2019-07-17,2019
NQM9,opening_hour_rth,2019-04-09T10:30:00-04:00,2.804296303792317837111309707157594444955,8.083969465648854961832061069,773.4580152671755725190839718,0.8909310947227829344270872927751545688884,131,131,3b622134821070bfa513,2019-04-09,2019-04-09,2019
NQM9,prior_rth,2019-05-20T16:00:00-04:00,2.457718531718012078970920507641039792055,30.17704918032786885245901639,1501.540983606557377049180326,0.8955031718690840026310983865061487658351,305,305,3bafe96c0f0e25eb925e,2019-05-21,2019-05-20,2019
NQZ9,midnight,2019-11-14T09:30:00-05:00,2.436209232959232670604285866002061059023,27.27972027972027972027972028,379.6363636363636363636363638,1.076820813232491081174603790703624267293,143,143,3c00031f5a6a4aa13c16,2019-11-14,2019-11-14,2019
NQU9,prior_rth,2019-06-26T16:00:00-04:00,2.919953613093788253764752563263720769621,19.06333333333333333333333333,873.720000000000000000000001,0.911370855753121515333577093,300,300,3c2e86e70601c2801d5c,2019-06-27,2019-06-26,2019
NQH9,opening_hour_rth,2019-02-11T10:30:00-05:00,2.507017471010435353758854849945864346321,10.14035087719298245614035088,583.7719298245614035087719301,0.784253544658136368064942317347758313771,171,171,3ca7f332ff0c526a278b,2019-02-11,2019-02-11,2019
NQH9,midnight,2019-01-16T09:30:00-05:00,2.720835984824053704364856517400372398281,37,505.4594594594594594594594595,0.9472218208951374383611957944069296555689,111,111,3d6d6d809928765d5a7f,2019-01-16,2019-01-16,2019
NQZ9,full_overnight,2019-10-23T09:30:00-04:00,2.865788168407915631816570792179974923929,26.048582995951417004048583,393.2348178137651821862348177,0.9610356950263368457272958411293179519585,247,247,3d83d61d74d998e48024,2019-10-23,2019-10-23,2019
NQM9,midnight,2019-06-10T09:30:00-04:00,3.096524784995342457997691471325239856324,27.65467625899280575539568345,397.6906474820143884892086329,0.8545304876658213285605613234871194222866,139,139,3e4fc94b9f8b6920816c,2019-06-10,2019-06-10,2019
NQH9,midnight,2019-02-11T09:30:00-05:00,3.715555319034878881480806101428449069717,13.77815699658703071672354949,209.4880546075085324232081909,0.4889169730689518112903524026220121920258,293,293,3e8ef369c26c1b749d4a,2019-02-11,2019-02-11,2019
NQZ9,opening_hour_rth,2019-09-18T10:30:00-04:00,2.63762982128454918847743159541450818923,11.57317073170731707317073171,580.0243902439024390243902437,0.7453873271073580981147425505,82,82,3f1c83cdc5d6dd251950,2019-09-18,2019-09-18,2019
NQH9,prior_rth,2019-01-25T16:00:00-05:00,3.571742118861555426160373677331935868576,20.1048951048951048951048951,1174.360139860139860139860142,0.5782254865760034714801685405,286,286,3f79db08e6b187e96183,2019-01-28,2019-01-25,2019
NQH9,opening_hour_rth,2019-01-14T10:30:00-05:00,2.258294813754636615519638683516554209323,9.634615384615384615384615385,574.4230769230769230769230769,0.8912895568202376430387279875,156,156,3f7ef1ad64b47a570a58,2019-01-14,2019-01-14,2019
NQU9,midnight,2019-06-21T09:30:00-04:00,2.899595512457433523478214961900124298543,28.88165680473372781065088757,396.6568047337278106508875744,0.6921518318777932232767468655435492719504,169,169,401a037b141cc8ddf57b,2019-06-21,2019-06-21,2019
NQM9,full_overnight,2019-06-06T09:30:00-04:00,3.546330184193950321456681367826750842499,22.32732732732732732732732733,304.8228228228228228228228228,0.6478490661466828835532190928950425042216,333,333,40601e4f653fb6bbe313,2019-06-06,2019-06-06,2019
NQU9,prior_rth,2019-09-13T16:00:00-04:00,2.491054249322354261746605568986956643138,29.60655737704918032786885246,752.606557377049180327868853,0.8589531914750973002791233580263645618003,183,183,4122a4d398e29ea0a286,2019-09-16,2019-09-13,2019
NQZ9,opening_hour_rth,2019-11-08T10:30:00-05:00,2.662036952694204724487153671504243200433,7.12,523.6057142857142857142857149,0.9519750102654607832641251512954779956122,175,175,421b38e514b0f8719992,2019-11-08,2019-11-08,2019
NQH9,full_overnight,2019-02-08T09:30:00-05:00,4.225998173712397468121445505816673869236,27.11157024793388429752066116,345.6611570247933884297520661,0.6904972656771229281057489325,242,242,425b5a20ecf45054c198,2019-02-08,2019-02-08,2019
NQZ9,prior_rth,2019-11-07T16:00:00-05:00,3.675654464865991475053560885528371900463,14.44728434504792332268370607,854.9329073482428115015974403,0.6332821413177601504801386249164100071032,313,313,4260d383564fd4cc961f,2019-11-08,2019-11-07,2019
NQZ9,full_overnight,2019-10-15T09:30:00-04:00,3.991360271078870543086831204370551565947,32.26288659793814432989690722,443.7010309278350515463917528,0.9324626587829953624572916545,194,194,432571d7728f9b87e33b,2019-10-15,2019-10-15,2019
NQM9,opening_hour_rth,2019-05-01T10:30:00-04:00,2.448724161652317602945256900526106484475,9.280991735537190082644628099,727.5537190082644628099173563,0.8004532254877433158401622674354353184437,121,121,4362f30894bea65abd10,2019-05-01,2019-05-01,2019
NQU9,opening_hour_rth,2019-09-13T10:30:00-04:00,2.020661117183674732572752035859678597773,10.56834532374100719424460432,346.1870503597122302158273378,0.9944690884283655097957098302469940242068,139,139,43a55c2f8f24c68a7ce4,2019-09-13,2019-09-13,2019
NQZ9,prior_rth,2019-09-18T16:00:00-04:00,4.872831871558779209274292694075285701146,15.50485436893203883495145631,697.6456310679611650485436939,0.796381380933800583017927797,412,412,44547a153f8d41a12bff,2019-09-19,2019-09-18,2019
NQU9,opening_hour_rth,2019-07-30T10:30:00-04:00,3.051002780446058772756888539139583906092,8.212643678160919540229885057,566.8275862068965517241379313,0.6469081515564638206254717445,174,174,4461ffac5c48afe2512b,2019-07-30,2019-07-30,2019
NQM9,prior_rth,2019-04-09T16:00:00-04:00,2.091758498899032600228715971394945169909,25.8452380952380952380952381,1888.797619047619047619047618,1.040343316400523796245047913,168,168,448186bd7b87bc2cd0cf,2019-04-10,2019-04-09,2019
NQH9,prior_rth,2019-01-02T16:00:00-05:00,2.609450305292706642425448910452427213845,14.91779141104294478527607362,588.3533742331288343558282201,0.8725663794250497004193695830553035853632,815,815,448f27e8b9dd32d8647d,2019-01-03,2019-01-02,2019
NQM9,opening_hour_rth,2019-05-23T10:30:00-04:00,2.130920921731408763498473556552604510939,10.07262569832402234636871508,721.3240223463687150837988866,1.012729886514826888171407161556403549754,179,179,45406fd53ef3d7b15416,2019-05-23,2019-05-23,2019
NQM9,opening_hour_rth,2019-04-03T10:30:00-04:00,2.056950695306577229069069214347869873105,9.017094017094017094017094017,845.1196581196581196581196585,0.9220176272661108125827079755965436564513,117,117,4546da75d235c0f428a1,2019-04-03,2019-04-03,2019
NQH9,midnight,2019-01-03T09:30:00-05:00,2.922338979709218476230886670615397259174,22.9919137466307277628032345,267.7547169811320754716981135,0.7681403192832457742730177384551455226105,371,371,458039a9051a0e8d9fe1,2019-01-03,2019-01-03,2019
NQU9,full_overnight,2019-08-21T09:30:00-04:00,3.848082976538608895595798454257832381235,16.12718204488778054862842893,267.9825436408977556109725691,0.634891582469996926242107892509264924527,401,401,4588eb8215374e454fd6,2019-08-21,2019-08-21,2019
NQZ9,opening_hour_rth,2019-10-28T10:30:00-04:00,3.229506161476908272575930201829524460843,7.397058823529411764705882353,525.0588235294117647058823529,0.646684255386973899483120557,136,136,459b16b3c09a43df8d6f,2019-10-28,2019-10-28,2019
NQU9,full_overnight,2019-08-16T09:30:00-04:00,2.179056789871348466071988491316468267963,25.80916030534351145038167939,340.6361323155216284987277356,0.9830554744812903539983497590780652852389,393,393,45a18657d482fd9f93f9,2019-08-16,2019-08-16,2019
NQM9,full_overnight,2019-05-03T09:30:00-04:00,2.934788173599720644813705780188748696923,18.42307692307692307692307692,318.6076923076923076923076921,0.9486594253822068469802308845,260,260,4614f113a6422c48de5c,2019-05-03,2019-05-03,2019
NQU9,full_overnight,2019-07-26T09:30:00-04:00,2.706655513737597599396559093856069094173,32.63503649635036496350364964,529.8175182481751824817518253,0.8370640340243861667856248170811354400445,137,137,46313714c2285bace5d7,2019-07-26,2019-07-26,2019
NQZ9,opening_hour_rth,2019-11-27T10:30:00-05:00,1.940520955671133900147522556659377949139,8.142857142857142857142857143,641.9761904761904761904761901,1.024699915062705103358332446,84,84,46a23d4be003b4ef452b,2019-11-27,2019-11-27,2019
NQZ9,midnight,2019-09-20T09:30:00-04:00,2.188545435886089077694808451666436070425,28.92436974789915966386554622,461.8991596638655462184873951,1.080212825599649512681171054554804986259,119,119,46a88873f048272aac67,2019-09-20,2019-09-20,2019
NQU9,prior_rth,2019-08-05T16:00:00-04:00,2.74896399709865465669102825792176382961,16.74722222222222222222222222,846.6749999999999999999999979,0.975026182613841233397189441,720,720,46ffa5cc9f86a1004e43,2019-08-06,2019-08-05,2019
NQH9,full_overnight,2019-03-07T09:30:00-05:00,2.383807594757660147301690655555247409608,30.12883435582822085889570552,471.5582822085889570552147237,0.91280489476596982666347269156439180456,163,163,47fa300cb84a63e45c54,2019-03-07,2019-03-07,2019
NQU9,opening_hour_rth,2019-08-19T10:30:00-04:00,2.557547500229079381735303177403518145935,6.237373737373737373737373737,445.7373737373737373737373743,0.8924166921014863778621407285,198,198,484aac2b60cee6f3f08b,2019-08-19,2019-08-19,2019
NQZ9,midnight,2019-11-20T09:30:00-05:00,3.013241370606367493631118530320674411534,26.81690140845070422535211268,536.0000000000000000000000001,1.047478159661105047961783784,142,142,488b044565010d021b27,2019-11-20,2019-11-20,2019
NQZ9,midnight,2019-12-11T09:30:00-05:00,2.48781602100343882683813312964362068619,23.17197452229299363057324841,418.8726114649681528662420384,0.9214949022329709287831991479018130454287,157,157,4900722e3454efa2b741,2019-12-11,2019-12-11,2019
NQU9,midnight,2019-08-12T09:30:00-04:00,3.840463451567867792544419418159815739479,14.38888888888888888888888889,235.7539682539682539682539677,0.7417650486838145349103376985,504,504,4939be1dea43736302d1,2019-08-12,2019-08-12,2019
NQZ9,prior_rth,2019-11-01T16:00:00-04:00,3.879898808732724030131961658493637082791,20.01463414634146341463414634,1281.936585365853658536585363,0.8124175971678520541889602541463178794367,205,205,4976f21b828de39ef355,2019-11-04,2019-11-01,2019
NQH9,opening_hour_rth,2019-02-06T10:30:00-05:00,2.19639939600279483201556554638348853728,5.473684210526315789473684211,419.5338345864661654135338331,0.9245595965799870456432275745,266,266,49f02b505aef08b43f21,2019-02-06,2019-02-06,2019
NQM9,full_overnight,2019-03-27T09:30:00-04:00,2.293799115969753525168276574600935454647,37.21468926553672316384180791,550.4915254237288135593220339,0.938976121755206040521214380932860088106,177,177,4a5138660c923fc95502,2019-03-27,2019-03-27,2019
NQU9,midnight,2019-07-15T09:30:00-04:00,2.309819622295606063790664439747409417503,22.97391304347826086956521739,336.5652173913043478260869566,0.9726832589041951093963996408828673898692,115,115,4a7cb3d1eafd37461ace,2019-07-15,2019-07-15,2019
NQZ9,opening_hour_rth,2019-10-14T10:30:00-04:00,2.038211206442515554129069401900672152555,7.856209150326797385620915033,442.9673202614379084967320261,0.9930376461297621560556158298389450460771,153,153,4afef87e75113cfc088b,2019-10-14,2019-10-14,2019
NQM9,opening_hour_rth,2019-03-11T10:30:00-04:00,3.741364568962930796497244735273125761323,4.232283464566929133858267717,262.606299212598425196850394,0.71009273317012245081317657,254,254,4b5302c1de7ffae28588,2019-03-11,2019-03-11,2019
NQZ9,opening_hour_rth,2019-09-30T10:30:00-04:00,2.6266168222503915710273448709558056148,9.469879518072289156626506024,421.831325301204819277108434,0.8976913194712540068014243945,166,166,4b6eb781a53d7f11c259,2019-09-30,2019-09-30,2019
NQU9,midnight,2019-09-06T09:30:00-04:00,2.588032603541528958391685999207504131946,30.57575757575757575757575758,493.8848484848484848484848481,0.8640446684471593155600739550905364359488,165,165,4bbff8de55021d4e4688,2019-09-06,2019-09-06,2019
NQU9,full_overnight,2019-09-06T09:30:00-04:00,2.984002503629661838393778889782145969718,41.71098265895953757225433526,633.0924855491329479768786087,0.8810605433807374187296731564062572542719,173,173,4c341d06fc909ccf6544,2019-09-06,2019-09-06,2019
NQZ9,opening_hour_rth,2019-11-26T10:30:00-05:00,2.029267699002403314387209480766373685385,10.43333333333333333333333333,778.8333333333333333333333338,1.090182110530321719318326361,90,90,4cff69be921b2fa62318,2019-11-26,2019-11-26,2019
NQH9,full_overnight,2019-02-13T09:30:00-05:00,4.374971351350095487972215208535271188042,23.29126213592233009708737864,365.4514563106796116504854366,0.3642430594701384324973093806,206,206,4d0f4628cfb7bc951e3b,2019-02-13,2019-02-13,2019
NQM9,prior_rth,2019-06-13T16:00:00-04:00,2.400794947257105736034732381277684931192,30.23655913978494623655913978,1394.016129032258064516129033,0.848014483965214365392737646,186,186,4d1875a95a73a3f1300c,2019-06-14,2019-06-13,2019
NQM9,midnight,2019-05-08T09:30:00-04:00,2.882620753824099899592672717779721684998,18.52864583333333333333333333,347.9739583333333333333333328,0.6911921553312875382442979995,384,384,4d2f55e60cfa3b35a665,2019-05-08,2019-05-08,2019
NQH0,full_overnight,2019-12-30T09:30:00-05:00,2.388364441627341178583793229976962009742,25.51470588235294117647058824,487.8235294117647058823529408,0.9167151382559517629810217485,136,136,4d4a0c21ce691a46d581,2019-12-30,2019-12-30,2019
NQH9,opening_hour_rth,2019-01-31T10:30:00-05:00,2.383109161464829161452269635844833904937,5.235521235521235521235521236,401.3822393822393822393822378,0.9379369280978327121310242646165039892858,259,259,4d66678100678f52931a,2019-01-31,2019-01-31,2019
NQH9,full_overnight,2019-02-01T09:30:00-05:00,3.308778572263094883558687853578838220317,37.64795918367346938775510204,504.663265306122448979591837,0.8047768911856368218797098995,196,196,4d7cce5e7f609e4e753b,2019-02-01,2019-02-01,2019
NQU9,prior_rth,2019-08-01T16:00:00-04:00,4.95371012558252392106612152713490639493,12.8958990536277602523659306,661.1976866456361724500525773,0.8284727799783117108262349100713899311361,951,951,4dccfe80b22701801a08,2019-08-02,2019-08-01,2019
NQU9,opening_hour_rth,2019-06-26T10:30:00-04:00,2.585821192618938805927714622964486761437,7.06,496.9450000000000000000000002,0.9230806704069759938927801525,200,200,4e662c25492e13c3a9d0,2019-06-26,2019-06-26,2019
NQM9,opening_hour_rth,2019-05-21T10:30:00-04:00,1.867337862584270525235061374252364675605,11.35294117647058823529411765,660.7450980392156862745098046,0.982698398320608526508131022735816963867,153,153,4ea088f3bbdb60da20ff,2019-05-21,2019-05-21,2019
NQZ9,opening_hour_rth,2019-12-10T10:30:00-05:00,3.685571284169773920530684859398297503015,5.517857142857142857142857143,365.3303571428571428571428567,0.7137782342379040010659119675,224,224,4f292597a3ccb95ef7ee,2019-12-10,2019-12-10,2019
NQU9,prior_rth,2019-07-22T16:00:00-04:00,2.64644862949232086060363615894393464112,18.71836734693877551020408163,1095.632653061224489795918369,0.6337148162178923388740322901509803708252,245,245,505367eeb6e15c57d9cd,2019-07-23,2019-07-22,2019
NQZ9,opening_hour_rth,2019-09-23T10:30:00-04:00,2.62090058638143729176664885378103540197,8.708074534161490683229813665,539.3913043478260869565217392,0.8642217202514126691599989457660402117181,161,161,509bc46881b8a6b8eff4,2019-09-23,2019-09-23,2019
NQZ9,midnight,2019-11-19T09:30:00-05:00,4.927864618270240848798739209900048611469,17.96226415094339622641509434,338.6226415094339622641509436,0.678039670906091408207395099816141198985,159,159,50c207421f9d12a4c7d4,2019-11-19,2019-11-19,2019
NQZ9,opening_hour_rth,2019-11-07T10:30:00-05:00,3.525344320299763938100718398955218621356,6.928571428571428571428571429,550.5396825396825396825396825,0.734037328168847571930985357,126,126,50e135974f66938f5246,2019-11-07,2019-11-07,2019
NQZ9,full_overnight,2019-10-04T09:30:00-04:00,2.806860598367338252708309383319628934862,29.75609756097560975609756098,425.341463414634146341463415,0.8276527351350662946652913487710693734126,287,287,512ec3c7c196c38caa84,2019-10-04,2019-10-04,2019
NQZ9,full_overnight,2019-11-27T09:30:00-05:00,2.208012491556961881927828854117027948602,26.44360902255639097744360902,433.4060150375939849624060148,0.9013769224949955494533539033244086613942,133,133,522086f071bdf0f45c75,2019-11-27,2019-11-27,2019
NQU9,prior_rth,2019-06-28T16:00:00-04:00,3.342589525794888492509063713729479522358,23.28648648648648648648648649,1285.437837837837837837837836,0.7567277183872376928373582629011216560463,185,185,5237569345f17260e4d1,2019-07-01,2019-06-28,2019
NQM9,opening_hour_rth,2019-04-11T10:30:00-04:00,2.563112711453200717840367931726254726034,7.448529411764705882352941176,628.7647058823529411764705878,0.823292833647555536679906229,136,136,52402be088298f6da024,2019-04-11,2019-04-11,2019
NQM9,opening_hour_rth,2019-05-17T10:30:00-04:00,2.442873140604756675086828415733052261481,8.015873015873015873015873016,502.4365079365079365079365048,0.902118485952992654283588036,252,252,5245643c73b588449bd4,2019-05-17,2019-05-17,2019
NQZ9,prior_rth,2019-10-09T16:00:00-04:00,2.776281963802336650559398005950055967629,22.51245551601423487544483986,941.1957295373665480427046224,0.9046630335838691830421269759308591867737,281,281,53600426f6b0be353e94,2019-10-10,2019-10-09,2019
NQH9,opening_hour_rth,2019-01-07T10:30:00-05:00,2.014732929646524124291380262528109234128,14.26415094339622641509433962,590.4905660377358490566037737,1.156675049393927544112015575342344890554,159,159,53b0b7be7f7916c52f9d,2019-01-07,2019-01-07,2019
NQU9,prior_rth,2019-08-07T16:00:00-04:00,2.419096980304125861535915159377247696828,17.93289473684210526315789474,814.2750000000000000000000016,0.9557157088979516077373082005,760,760,540f0a16d5e6ba953787,2019-08-08,2019-08-07,2019
NQM9,opening_hour_rth,2019-03-20T10:30:00-04:00,2.461682169925113286382061702764841765985,10.69230769230769230769230769,851.8034188034188034188034187,0.9281062305213433548722126846080445967157,117,117,5427bc7379abfa0e68c9,2019-03-20,2019-03-20,2019
NQU9,opening_hour_rth,2019-09-06T10:30:00-04:00,2.219608911463494153667523230243993157311,10.00684931506849315068493151,520.9657534246575342465753426,1.08269263904897019790916454,146,146,542d5cbe27884ba75bae,2019-09-06,2019-09-06,2019
NQU9,opening_hour_rth,2019-07-15T10:30:00-04:00,2.023707712240484281147053861050014334134,10.05376344086021505376344086,629.4731182795698924731182799,0.9674740348100602408250037199605019472112,93,93,54363ae133ba5b4b2b49,2019-07-15,2019-07-15,2019
NQH9,midnight,2019-02-25T09:30:00-05:00,2.280129357258716561338113621324086607607,14.92592592592592592592592593,237.8412698412698412698412699,0.8550186005210593257281489491176803239691,189,189,54754cba274f9b26b7d9,2019-02-25,2019-02-25,2019
NQZ9,midnight,2019-10-18T09:30:00-04:00,2.298479157559128796112475024638747915597,23.59006211180124223602484472,358.534161490683229813664596,1.024402846026684301089175867094747396842,161,161,5484e9d74ff349b10b7c,2019-10-18,2019-10-18,2019
NQH0,midnight,2019-12-20T09:30:00-05:00,5.849082040223590180570682054416637678991,9.609243697478991596638655462,271.4243697478991596638655459,0.4816119361669100368919692518,238,238,54c534a94b3b3d47b6db,2019-12-20,2019-12-20,2019
NQH9,prior_rth,2019-01-30T16:00:00-05:00,3.246585041076985752912160167633214783986,11.93035714285714285714285714,727.4696428571428571428571434,0.6825733357863114458875252065,560,560,550afe5bc0a2e159ad82,2019-01-31,2019-01-30,2019
NQM9,full_overnight,2019-05-13T09:30:00-04:00,3.963009646808676984459308475208327620324,17.30185497470489038785834739,275.401349072512647554806074,0.6155862506355031305892797205355785909209,593,593,5510693327749c5947ef,2019-05-13,2019-05-13,2019
NQM9,midnight,2019-04-26T09:30:00-04:00,3.69942666621762861100289762393262056433,17.1935483870967741935483871,369.7741935483870967741935481,0.7303713520295286528162415285,186,186,55329b93466b7a0da387,2019-04-26,2019-04-26,2019
NQZ9,midnight,2019-09-26T09:30:00-04:00,3.403748890388488922629127459930499516261,17.93220338983050847457627119,283.3008474576271186440677961,0.9599092162002012285715612175,236,236,5572b25b4728ef072ac5,2019-09-26,2019-09-26,2019
NQU9,midnight,2019-08-05T09:30:00-04:00,1.819969453195978805428608729396918538225,24.7251461988304093567251462,385.3099415204678362573099392,1.0271493362397653652008459,342,342,55810226da70f6ec3f2a,2019-08-05,2019-08-05,2019
NQZ9,prior_rth,2019-10-10T16:00:00-04:00,3.311378105189343787610428710227791399435,18.03937007874015748031496063,847.6194225721784776902887142,0.5865655734347668664952746700840245352538,381,381,558351b00d1036400a49,2019-10-11,2019-10-10,2019
NQU9,prior_rth,2019-08-30T16:00:00-04:00,4.166662181725283280195060767510527756768,15.63007159904534606205250597,729.7350835322195704057279239,0.6670765277261945442771507009575131169278,419,419,5610249356312d8cfedf,2019-09-03,2019-08-30,2019
NQH9,midnight,2019-02-13T09:30:00-05:00,2.422260291126514788342649399557557405451,24.17355371900826446280991736,434.3223140495867768595041318,0.892029038369127698459092658840391134581,121,121,56781abc559369d1230d,2019-02-13,2019-02-13,2019
NQU9,opening_hour_rth,2019-08-16T10:30:00-04:00,3.236447531683703435194504718317845494398,8.66502463054187192118226601,453.9556650246305418719211831,0.6289249743652653195672650033563797538364,203,203,56bc7f14dc158e61fb8d,2019-08-16,2019-08-16,2019
NQZ9,opening_hour_rth,2019-11-14T10:30:00-05:00,2.618396959899949764104017653828916715291,8.896226415094339622641509434,630.1226415094339622641509433,0.9218999805107789318301727445,106,106,56c9997a9d319fd38299,2019-11-14,2019-11-14,2019
NQZ9,midnight,2019-09-16T09:30:00-04:00,3.071190523017348303169178883283573258227,28.40860215053763440860215054,248.6881720430107526881720434,0.650574398476257386747386907,186,186,5770173f25dc37aebeb0,2019-09-16,2019-09-16,2019
NQM9,opening_hour_rth,2019-06-07T10:30:00-04:00,4.504984834730811077645950189531666080085,4.230547550432276657060518732,323.7319884726224783861671455,0.5394380251316371023591183451281353711229,347,347,57af7edb697da11bae2f,2019-06-07,2019-06-07,2019
NQZ9,prior_rth,2019-11-20T16:00:00-05:00,3.349569454141387620230388427134418041854,14.24358974358974358974358974,842.1004273504273504273504295,0.9686489862353240117861521065,468,468,57fcc686aca0a9c092e1,2019-11-21,2019-11-20,2019
NQH9,midnight,2019-01-08T09:30:00-05:00,1.774383557808501510994314803226952385909,23.284,301.2559999999999999999999998,1.005616907894646044266228672,250,250,5887d926089a26382632,2019-01-08,2019-01-08,2019
NQZ9,prior_rth,2019-11-25T16:00:00-05:00,8.113296036064488885616732286840613686334,10.37642585551330798479087452,738.6425855513307984790874502,0.3735392794988466012302930535147260359645,263,263,588d233e2889b760c785,2019-11-26,2019-11-25,2019
NQZ9,full_overnight,2019-09-18T09:30:00-04:00,2.960934009209423978412866832638972943521,33.025,423.4333333333333333333333328,0.6347558561249042614774076685,120,120,58a3d1ad1af88a0194ff,2019-09-18,2019-09-18,2019
NQZ9,opening_hour_rth,2019-09-25T10:30:00-04:00,3.102964250020768977681780371409869238715,6.924836601307189542483660131,404.2745098039215686274509771,0.8186884056454936158387122805,306,306,58befefaee8f5684f60c,2019-09-25,2019-09-25,2019
NQU9,midnight,2019-09-04T09:30:00-04:00,3.402458845317677743404209804854566916757,17.60062893081761006289308176,333.1100628930817610062893066,0.897591400244215574541953993,318,318,5904edb3d80eac151180,2019-09-04,2019-09-04,2019
NQM9,prior_rth,2019-04-26T16:00:00-04:00,3.139965770601913269388746634742042723364,13.87679083094555873925501433,1010.487106017191977077363894,0.8732020717366110733758475500006902178886,349,349,59d2dd9d82b99bc2154e,2019-04-29,2019-04-26,2019
NQZ9,opening_hour_rth,2019-10-17T10:30:00-04:00,2.087930328847302661263486185164665464503,9.237037037037037037037037037,533.9851851851851851851851848,0.9460430420591834233522129894373375164253,135,135,5a6df9f32f55b16f5b6b,2019-10-17,2019-10-17,2019
NQZ9,full_overnight,2019-10-30T09:30:00-04:00,3.154108393911414702569077110970689607108,32.19827586206896551724137931,426.3706896551724137931034481,0.702348011919621901548468553,116,116,5a7aac18ebbabae8b17f,2019-10-30,2019-10-30,2019
NQZ9,full_overnight,2019-11-22T09:30:00-05:00,4.457276407815496656718019047206717283148,26.81052631578947368421052632,499.6368421052631578947368424,0.4861627007928944642683952742,190,190,5aa9a35953d2ca2222be,2019-11-22,2019-11-22,2019
NQM9,prior_rth,2019-03-19T16:00:00-04:00,3.511232139192373611775667621719420296468,19.41785714285714285714285714,1277.492857142857142857142854,0.623837640544696558358767218,280,280,5b098686730331bb0c67,2019-03-20,2019-03-19,2019
NQM9,midnight,2019-05-13T09:30:00-04:00,3.638746139141086239335072104118175644793,12.92622950819672131147540984,244.4221311475409836065573764,0.487233183700742068370613048,488,488,5b3c6becd06309848b67,2019-05-13,2019-05-13,2019
